#Constant Temperature fit results; RIPL III discrete level library; March 2020 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  66 150 Dy   0.35726   0.01769   1.23387   0.03663 368   9   7   2  2.05131  0.80364  6.920E-02   F   0             0.000
  66 151 Dy   0.34287   0.01691   0.23625   0.04160  90  18   7   1  1.22169  0.00000  6.418E-02   F   0             2.869
  66 152 Dy   0.33301   0.01621   0.99170   0.03596 184  12   7   4  1.94460  1.26120  2.489E-01   F   0             2.514
  66 153 Dy   0.32745   0.01557  -0.08762   0.03133 134   8   7   1  0.57689  0.00000  9.278E-02   F   0             0.000
  66 154 Dy   0.32553   0.01500   0.50066   0.03260 202  11   7  20  1.33419  1.74721  1.408E-01   F   0             2.348
  66 155 Dy   0.32673   0.01452  -0.54444   0.04008 171  33   7  14  0.59400  0.32541  2.501E-01   F   0             2.815
  66 156 Dy   0.33072   0.01418   0.33154   0.03003 317  10   7  14  1.16847  1.36836  2.047E-01   F   0             2.545
  66 157 Dy   0.33724   0.01403  -0.57028   0.04055 205  40   7   7  0.67200  0.21117  2.610E-01   F   0             3.268
  66 158 Dy   0.34614   0.01416   0.41970   0.03800 142  26   7  13  1.55900  1.31478  2.549E-02 *     0             3.278
  66 159 Dy   0.35724   0.01467  -0.52869   0.04480 128  31  14  11  0.69960  0.36106  1.580E-02 *     0             3.571
  66 160 Dy   0.37035   0.01564   0.35083   0.04736 245  42   7  25  1.72052  1.53515  1.120E-02 *     0             3.404
  66 161 Dy   0.38519   0.01709  -0.68949   0.06070 185  59  19  21  0.87849  0.50772  5.123E-03 *     0             3.566
  66 162 Dy   0.40137   0.01897   0.25722   0.05133 275  27   7  39  1.57562  1.75188  1.142E-02 *     0             3.583
  66 163 Dy   0.41826   0.02110  -0.69455   0.07442 352  54  20   7  0.96640  0.33654  5.923E-03 *     0             3.335
  66 164 Dy   0.43499   0.02321   0.02649   0.05597 192  17   7  13  1.30191  1.15357  1.477E-02 *     0             3.873
  66 165 Dy   0.45036   0.02493  -0.76676   0.07579 173  35  12   9  0.83450  0.29768  1.746E-02 *     0             2.782
  66 166 Dy   0.46319   0.02588   0.00710   0.06433  38  19   7   4  1.35100  0.52697  1.558E-02 *     0             3.403
  66 167 Dy   0.47305   0.02603   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  66 168 Dy   0.47982   0.02553   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  66 169 Dy   0.48351   0.02468   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 170 Dy   0.48431   0.02384   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  66 171 Dy   0.48249   0.02335   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 172 Dy   0.47846   0.02339   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 173 Dy   0.47264   0.02393   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 174 Dy   0.46549   0.02475   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 140 Ho   0.82480   0.05397   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 141 Ho   0.75615   0.04575   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  67 142 Ho   0.68630   0.03823   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 143 Ho   0.62061   0.03223   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  67 144 Ho   0.56174   0.02782   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  67 145 Ho   0.51060   0.02470   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  67 146 Ho   0.46711   0.02249   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 147 Ho   0.43070   0.02086   1.51944   0.05577  92  15  14   1  2.68710  0.00000  2.597E-03       0             7.203
  67 148 Ho   0.40069   0.01960  -0.38986   0.04146  27  10   7   1  0.52500  0.00000  5.653E-02   F   0             2.535
  67 149 Ho   0.37639   0.01857   0.61894   0.04964  82  15  14   1  1.64890  0.00000  3.099E-02       0             4.131
  67 150 Ho   0.35726   0.01769   0.43003   0.03560  39   8   7   1  1.15201  0.00000  7.704E-02   F   0             0.000
  67 151 Ho   0.34287   0.01691   0.24815   0.04519  66  15  14   1  1.20210  0.00000  9.426E-02   F   0             2.844
  67 152 Ho   0.33301   0.01621   0.51841   0.03327  61   9   7   3  1.50344  0.17940  7.433E-01   F   0             0.000
  67 153 Ho   0.32745   0.01557   0.40371   0.04160  53  15  14   2  1.35900  0.06870  2.467E-01   F   0             4.336
  67 154 Ho   0.32553   0.01500   0.34049   0.03234  39  11   7   3  1.33900  0.24300  4.802E-01   F   0             7.195
  67 155 Ho   0.32673   0.01452  -0.34070   0.03973  68  17  14   3  0.58280  0.14197  2.459E-02       0             3.231
  67 156 Ho   0.33072   0.01418   0.00000   1.00000  13   1   1   7  0.00000  0.21574                  0             0.000
  67 157 Ho   0.33724   0.01403  -0.58176   0.04367 248  35  14   4  0.61006  0.08358  8.117E-02   F   0             3.084
  67 158 Ho   0.34614   0.01416  -0.65933   0.03826 121  32   7   3  0.53150  0.07490  3.126E-01   F   0             4.613
  67 159 Ho   0.35724   0.01467  -0.53952   0.04385 126  28  14  10  0.64915  0.34160  4.226E-02       0             3.111
  67 160 Ho   0.37035   0.01564  -0.56183   0.03318  73  10   7   6  0.24255  0.16961  2.223E-01   F   0             4.677
  67 161 Ho   0.38519   0.01709  -0.61533   0.05229 137  34  13   6  0.78812  0.25268  1.488E-02 *     0             3.369
  67 162 Ho   0.40137   0.01897  -0.61442   0.05493  63  24  14   7  0.76580  0.17980  4.386E-02 *     0             5.339
  67 163 Ho   0.41826   0.02110  -0.64506   0.06532 104  38  12   8  0.92600  0.39207  1.934E-02 *     0             3.577
  67 164 Ho   0.43499   0.02321  -0.92639   0.07300  94  38  14   5  0.65000  0.16740  2.132E-02 *     0             4.367
  67 165 Ho   0.45036   0.02493  -0.66401   0.08327 273  39  20  12  0.99780  0.53901  1.107E-02 *     0             3.795
  67 166 Ho   0.46319   0.02588  -1.15378   0.10488 356 154  14  11  1.17490  0.28696  1.948E-02 *     0             3.382
  67 167 Ho   0.47305   0.02603  -0.41074   0.06570  32  24   7   5  1.40300  0.31975  8.043E-02 * F   0             2.528
  67 168 Ho   0.47982   0.02553   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  67 169 Ho   0.48351   0.02468  -0.31387   0.06421  31  29   7   9  1.78600  0.49200  1.074E-01 * F   0             2.739
  67 170 Ho   0.48431   0.02384   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  67 171 Ho   0.48249   0.02335   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 172 Ho   0.47846   0.02339   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 173 Ho   0.47264   0.02393   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 174 Ho   0.46549   0.02475   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 175 Ho   0.45746   0.02557   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 176 Ho   0.44898   0.02614   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 142 Er   0.68630   0.03823   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 143 Er   0.62061   0.03223   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 144 Er   0.56174   0.02782   0.00000   1.00000   2   1   1   2  0.00000  0.33000                  0             0.000
  68 145 Er   0.51060   0.02470   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  68 146 Er   0.46711   0.02249   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 147 Er   0.43070   0.02086   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  68 148 Er   0.40069   0.01960   1.93636   0.03943  62   8   7   2  2.78210  0.64589  2.634E-02       0             0.000
  68 149 Er   0.37639   0.01857   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  68 150 Er   0.35726   0.01769   1.96351   0.03558  29   8   7   9  2.73330  2.79650  6.379E-02   F   0             0.000
  68 151 Er   0.34287   0.01691   0.83999   0.03402  57   8   7   1  1.54855  0.00000  1.456E-02       0             0.000
  68 152 Er   0.33301   0.01621   1.84159   0.03246  54   8   7   3  2.94760  1.48090  9.543E-01   F   0             0.000
  68 153 Er   0.32745   0.01557   0.46286   0.03133  43   8   7   1  1.13270  0.00000  4.470E-02       0             0.000
  68 154 Er   0.32553   0.01500   1.86616   0.03017  55   8   7  15  2.58360  4.49900  1.082E-01   F   0             0.000
  68 155 Er   0.32673   0.01452  -0.17124   0.03223  99  12   7   1  0.60675  0.00000  8.602E-02   F   0             3.249
  68 156 Er   0.33072   0.01418   0.57906   0.03225 151  13   7   6  1.40615  1.22074  5.883E-02   F   0             2.471
  68 157 Er   0.33724   0.01403   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  68 158 Er   0.34614   0.01416   0.31946   0.02848 140   8   7   9  1.04339  1.18378  1.639E-02       0             0.000
  68 159 Er   0.35724   0.01467  -0.49344   0.03456 150  16   7  11  0.46811  0.34834  1.423E-01   F   0             3.308
  68 160 Er   0.37035   0.01564   0.25238   0.03147 117   8   7   5  1.00795  0.85440  5.506E-02   F   0             0.000
  68 161 Er   0.38519   0.01709  -0.61572   0.04714 132  34   7  20  0.73800  0.50885  1.496E-01   F   0             3.614
  68 162 Er   0.40137   0.01897   0.29666   0.04836 129  21   7  13  1.50636  1.35677  6.756E-02   F   0             2.840
  68 163 Er   0.41826   0.02110  -0.80211   0.06969 366  40  18   9  0.73538  0.19930  1.055E-02 *     0             3.408
  68 164 Er   0.43499   0.02321   0.21215   0.07225 212  48   7  17  1.87526  1.48369  9.315E-03 *     0             3.422
  68 165 Er   0.45036   0.02493  -0.90213   0.08122 104  43  15   5  0.76940  0.09796  1.763E-02 *     0             3.321
  68 166 Er   0.46319   0.02588   0.16339   0.09718 234 111   7  12  2.33300  1.37604  8.812E-03 *     0             3.692
  68 167 Er   0.47305   0.02603  -0.83574   0.09133 201  56  18   1  1.05896  0.00000  1.375E-02 *     0             3.943
  68 168 Er   0.47982   0.02553  -0.03997   0.09972 458 135   7  13  2.31107  1.26390  3.376E-03 *     0             3.771
  68 169 Er   0.48351   0.02468  -0.76587   0.07721 159  53   9   3  1.15000  0.07459  6.708E-03 *     0             3.476
  68 170 Er   0.48431   0.02384  -0.16584   0.08013 174  67   7   4  1.86770  0.54068  1.837E-02 *     0             3.746
  68 171 Er   0.48249   0.02335  -0.74793   0.06778 105  30  11   1  0.90713  0.00000  1.184E-02 *     0             3.327
  68 172 Er   0.47846   0.02339   0.04934   0.06017  67  22   7   1  1.50090  0.00000  4.256E-02       0             3.605
  68 173 Er   0.47264   0.02393   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 174 Er   0.46549   0.02475   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 175 Er   0.45746   0.02557   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 176 Er   0.44898   0.02614   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 177 Er   0.44041   0.02627   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 178 Er   0.43209   0.02584   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 144 Tm   0.56174   0.02782   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 145 Tm   0.51060   0.02470   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  69 146 Tm   0.46711   0.02249   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  69 147 Tm   0.43070   0.02086   0.00000   1.00000  13   1   1   2  0.00000  0.06800                  0             0.000
  69 148 Tm   0.40069   0.01960   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 149 Tm   0.37639   0.01857   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 150 Tm   0.35726   0.01769   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  69 151 Tm   0.34287   0.01691   3.02305   0.04622  20  17  14   1  4.40720  0.00000  4.700E-01   F   0             7.078
  69 152 Tm   0.33301   0.01621   0.25748   0.03421  20  10   7   1  1.11821  0.00000  3.754E-01   F   0             4.333
  69 153 Tm   0.32745   0.01557   0.11486   0.04161  64  15  14   1  1.02020  0.00000  7.833E-02   F   0             2.823
  69 154 Tm   0.32553   0.01500   0.49863   0.03015  34   8   7   1  1.20498  0.00000  1.140E-01   F   0             0.000
  69 155 Tm   0.32673   0.01452   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  69 156 Tm   0.33072   0.01418   0.00000   1.00000  15   1   1   2  0.00000  0.11520                  0             0.000
  69 157 Tm   0.33724   0.01403   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  69 158 Tm   0.34614   0.01416   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  69 159 Tm   0.35724   0.01467  -0.47912   0.04132  74  20  14   1  0.58431  0.00000  4.888E-02       0             3.155
  69 160 Tm   0.37035   0.01564  -0.59403   0.03290  41  10   7   1  0.24180  0.00000  7.961E-02   F   0             0.000
  69 161 Tm   0.38519   0.01709  -0.67777   0.04720  96  18  14  12  0.43331  0.32670  3.646E-02       0             2.868
  69 162 Tm   0.40137   0.01897  -0.71680   0.05195 198  31   7   5  0.65640  0.16335  3.282E-01   F   0             5.020
  69 163 Tm   0.41826   0.02110  -0.82555   0.06033 142  22  14   2  0.45119  0.01352  5.658E-02   F   0             2.923
  69 164 Tm   0.43499   0.02321  -0.93707   0.06890 157  55   7   2  0.78630  0.01000  3.474E-01   F   0             5.228
  69 165 Tm   0.45036   0.02493  -0.85685   0.07549 204  36  12  17  0.79732  0.41349  2.003E-02 *     0             3.642
  69 166 Tm   0.46319   0.02588  -1.11267   0.08559 235  51  14   1  0.69569  0.00000  3.400E-02 *     0             5.468
  69 167 Tm   0.47305   0.02603  -0.91983   0.08622 138  39  19   4  0.78777  0.14242  9.571E-03 *     0             3.630
  69 168 Tm   0.47982   0.02553  -1.24987   0.08913 193  76  14   1  0.81800  0.00000  2.740E-02 *     0             4.188
  69 169 Tm   0.48351   0.02468  -0.78090   0.07491 153  35  12   6  0.96400  0.33212  1.194E-02 *     0             3.653
  69 170 Tm   0.48431   0.02384  -1.15170   0.09264 260  99  20   5  1.07270  0.18319  1.568E-02 *     0             2.711
  69 171 Tm   0.48249   0.02335  -0.58382   0.07011  63  30  13   7  1.05901  0.42496  1.208E-02 *     0             3.751
  69 172 Tm   0.47846   0.02339  -0.71158   0.05982  24  22   7   1  0.71950  0.00000  2.559E-01   F   0             3.241
  69 173 Tm   0.47264   0.02393  -0.29258   0.05988  34  23   7   1  1.51440  0.00000  9.515E-02 * F   0             2.975
  69 174 Tm   0.46549   0.02475   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  69 175 Tm   0.45746   0.02557  -0.18565   0.06834  32  15  14   1  1.07200  0.00000  5.528E-02   F   0             3.060
  69 176 Tm   0.44898   0.02614   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 177 Tm   0.44041   0.02627   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 178 Tm   0.43209   0.02584   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 179 Tm   0.42428   0.02485   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 180 Tm   0.41711   0.02349   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 181 Tm   0.41067   0.02195   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 148 Yb   0.40069   0.01960   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 149 Yb   0.37639   0.01857   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 150 Yb   0.35726   0.01769   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 151 Yb   0.34287   0.01691   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  70 152 Yb   0.33301   0.01621   0.00000   1.00000   7   1   1   2  0.00000  1.53140                  0             0.000
  70 153 Yb   0.32745   0.01557   0.00000   1.00000  15   1   1  15  0.00000  2.70000                  0             0.000
  70 154 Yb   0.32553   0.01500   2.79293   0.03013  29   8   7   1  3.69640  0.00000  4.955E-01   F   0             0.000
  70 155 Yb   0.32673   0.01452   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  70 156 Yb   0.33072   0.01418   2.88101   0.03001  31  10   7  12  4.09040  4.73230  6.578E-01   F   0             6.810
  70 157 Yb   0.33724   0.01403   0.50535   0.02814  49   8   7   1  1.32880  0.00000  4.217E-01   F   0             0.000
  70 158 Yb   0.34614   0.01416   1.77923   0.03006  56  10   7   1  2.65340  0.00000  2.948E-01   F   0             4.937
  70 159 Yb   0.35724   0.01467   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 160 Yb   0.37035   0.01564   0.43942   0.03324  89  10   7   4  1.29280  0.82040  2.574E-02       0             2.340
  70 161 Yb   0.38519   0.01709  -0.54917   0.03437  75   8   7   3  0.23060  0.11079  1.605E-01   F   0             0.000
  70 162 Yb   0.40137   0.01897   0.26421   0.04027  97  10   7   8  1.19801  1.12958  7.110E-02   F   0             2.396
  70 163 Yb   0.41826   0.02110  -0.70284   0.05199  63  22   7   2  0.57850  0.05388  1.067E-01   F   0             3.572
  70 164 Yb   0.43499   0.02321   0.16295   0.04667 135   8   7   4  1.07348  0.76005  1.853E-02       0             0.000
  70 165 Yb   0.45036   0.02493  -0.77898   0.06223  97  22   7   5  0.59119  0.13252  1.942E-01   F   0             3.379
  70 166 Yb   0.46319   0.02588   0.13423   0.07007 115  27   7   4  1.61678  0.66797  4.685E-02       0             3.296
  70 167 Yb   0.47305   0.02603  -0.96380   0.07526 177  46   7   7  0.83500  0.17888  2.896E-01   F   0             3.883
  70 168 Yb   0.47982   0.02553  -0.00516   0.07376 176  35   7   6  1.69800  0.98400  1.739E-02 *     0             3.154
  70 169 Yb   0.48351   0.02468  -0.85270   0.07802 238  47  11  13  0.99669  0.40504  1.378E-02 *     0             3.852
  70 170 Yb   0.48431   0.02384  -0.01221   0.07647 213  54   7   8  1.91100  1.14572  1.809E-02 *     0             3.738
  70 171 Yb   0.48249   0.02335  -0.76139   0.06759 178  43   8  14  1.05200  0.48729  2.604E-02 *     0             3.914
  70 172 Yb   0.47846   0.02339  -0.00072   0.07954 307  70   7  14  2.03000  1.33069  1.252E-02 *     0             3.854
  70 173 Yb   0.47264   0.02393  -0.60084   0.05753 113  17   7  10  0.65940  0.48200  4.573E-02 *     0             3.428
  70 174 Yb   0.46549   0.02475   0.29934   0.08146 204  60   7   7  2.19860  1.33600  9.600E-03 *     0             3.265
  70 175 Yb   0.45746   0.02557  -0.52988   0.07789 173  37  11   1  1.12133  0.00000  5.438E-03 *     0             3.823
  70 176 Yb   0.44898   0.02614   0.14593   0.07152  73  28   7   6  1.63003  1.04980  1.026E-02 *     0             3.326
  70 177 Yb   0.44041   0.02627  -0.59369   0.06491 123  20   7   3  0.71960  0.12170  1.225E-01   F   0             3.811
  70 178 Yb   0.43209   0.02584   0.42872   0.05755  29  12   7   3  1.48350  0.27800  5.447E-02   F   0             3.643
  70 179 Yb   0.42428   0.02485   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 180 Yb   0.41711   0.02349   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 181 Yb   0.41067   0.02195   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 182 Yb   0.40505   0.02045   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 183 Yb   0.40032   0.01919   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 184 Yb   0.39658   0.01833   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 185 Yb   0.39391   0.01797   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 150 Lu   0.35726   0.01769   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  71 151 Lu   0.34287   0.01691   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  71 152 Lu   0.33301   0.01621   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 153 Lu   0.32745   0.01557   0.00000   1.00000  10   1   1  10  0.00000  2.63290                  0             0.000
  71 154 Lu   0.32553   0.01500   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  71 155 Lu   0.32673   0.01452   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  71 156 Lu   0.33072   0.01418   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  71 157 Lu   0.33724   0.01403   2.82678   0.03796  33  16  14   1  3.82460  0.00000  1.052E-01   F   0             9.969
  71 158 Lu   0.34614   0.01416   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 159 Lu   0.35724   0.01467   1.77467   0.03922  39  15  14   1  2.76910  0.00000  6.379E-02   F   0             7.656
  71 160 Lu   0.37035   0.01564   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  71 161 Lu   0.38519   0.01709  -0.18606   0.04613 138  16  14   1  0.96970  0.00000  3.618E-01   F   0             3.808
  71 162 Lu   0.40137   0.01897   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  71 163 Lu   0.41826   0.02110  -0.62072   0.05708 262  16  14   1  0.52085  0.00000  5.166E-02   F   0             3.152
  71 164 Lu   0.43499   0.02321   0.00000   1.00000   9   1   1   2  0.00000  0.03130                  0             0.000
  71 165 Lu   0.45036   0.02493   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 166 Lu   0.46319   0.02588  -0.87706   0.06658  74  27   7   3  0.59180  0.04300  2.424E-01   F   0             4.906
  71 167 Lu   0.47305   0.02603  -0.94883   0.07492 189  23  14   2  0.50890  0.03000  6.970E-02   F   0             3.205
  71 168 Lu   0.47982   0.02553  -0.91844   0.06931  40  29   7   2  0.60515  0.20281  4.155E-01   F   0             1.930
  71 169 Lu   0.48351   0.02468  -0.95415   0.07155 102  24  14   2  0.57610  0.02900  5.259E-02   F   0             3.253
  71 170 Lu   0.48431   0.02384  -1.06211   0.06673  97  39   7   2  0.67036  0.04451  4.764E-01   F   0             3.469
  71 171 Lu   0.48249   0.02335  -0.87736   0.06807 203  29  12   5  0.80100  0.15937  1.612E-02 *     0             3.550
  71 172 Lu   0.47846   0.02339  -1.15842   0.06807  40  24  14   2  0.29600  0.04186  7.007E-02 * F   0             2.483
  71 173 Lu   0.47264   0.02393  -0.77167   0.07351  82  38  12   1  1.00340  0.00000  1.751E-02 *     0             3.799
  71 174 Lu   0.46549   0.02475  -1.07760   0.09016 169  82  14   1  0.97000  0.00000  3.065E-02 *     0             4.644
  71 175 Lu   0.45746   0.02557  -0.62350   0.07647 138  37  10   5  1.06420  0.35348  1.492E-02 *     0             4.051
  71 176 Lu   0.44898   0.02614  -0.98609   0.10348 164 128  14  23  1.18200  0.53309  1.986E-02 *     0             4.082
  71 177 Lu   0.44041   0.02627  -0.52150   0.08661 192  39  18  17  1.09800  0.76171  9.694E-03 *     0             4.089
  71 178 Lu   0.43209   0.02584  -0.43566   0.07850  41  33  14   1  1.36400  0.00000  9.500E-02 * F   0             4.929
  71 179 Lu   0.42428   0.02485  -0.12308   0.06254  35  22   7   1  1.41200  0.00000  7.346E-02 * F   0             2.858
  71 180 Lu   0.41711   0.02349   0.00000   1.00000  13   1   1   2  0.00000  0.01390                  0             0.000
  71 181 Lu   0.41067   0.02195   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 182 Lu   0.40505   0.02045   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 183 Lu   0.40032   0.01919   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 184 Lu   0.39658   0.01833   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 185 Lu   0.39391   0.01797   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 186 Lu   0.39242   0.01813   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 187 Lu   0.39223   0.01873   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 188 Lu   0.39348   0.01964   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  72 153 Hf   0.32745   0.01557   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  72 154 Hf   0.32553   0.01500   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  72 155 Hf   0.32673   0.01452   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  72 156 Hf   0.33072   0.01418   1.70943   0.02848  21   8   7   2  2.54780  0.85720  3.905E-01   F   0             0.000
  72 157 Hf   0.33724   0.01403   2.01538   0.02824  25   8   7   1  2.70590  0.00000  2.738E-02       0             0.000
  72 158 Hf   0.34614   0.01416   2.34019   0.02849  33   8   7   7  3.09320  2.98172  7.649E-02   F   0             0.000
  72 159 Hf   0.35724   0.01467   0.00000   1.00000  16   1   1   7  0.00000  2.94910                  0             0.000
  72 160 Hf   0.37035   0.01564   1.98549   0.03147  27   8   7   5  2.74786  2.14748  1.780E-02       0             0.000
  72 161 Hf   0.38519   0.01709   1.07706   0.03533  42   9   7   1  1.98220  0.00000  2.298E-01   F   0             0.000
  72 162 Hf   0.40137   0.01897   1.19852   0.03927  53   9   7  18  2.11770  3.24750  6.763E-02   F   0             0.000
  72 163 Hf   0.41826   0.02110   0.21030   0.04359 110   9   7   1  1.15020  0.00000  1.622E-01   F   0             0.000
  72 164 Hf   0.43499   0.02321   0.31688   0.04794  93   9   7   3  1.35260  0.58710  1.673E-01   F   0             0.000
  72 165 Hf   0.45036   0.02493  -0.37541   0.05017  76   8   7   1  0.53130  0.00000  1.283E-01   F   0             0.000
  72 166 Hf   0.46319   0.02588   0.18715   0.05353 166   9   7   3  1.21876  0.47046  4.339E-02       0             0.000
  72 167 Hf   0.47305   0.02603  -0.57337   0.05228  84   8   7   1  0.40110  0.00000  4.221E-02       0             0.000
  72 168 Hf   0.47982   0.02553   0.11472   0.06075 238  16   7  10  1.41181  1.21370  6.559E-02   F   0             2.990
  72 169 Hf   0.48351   0.02468  -0.88444   0.05632 160  16   7   1  0.44421  0.00000  1.602E-01   F   0             3.925
  72 170 Hf   0.48431   0.02384   0.03849   0.05293 202  12   7   4  1.22747  0.64258  2.560E-02       0             3.035
  72 171 Hf   0.48249   0.02335  -0.87377   0.06056 241  29   7   2  0.74191  0.02193  1.661E-01   F   0             3.750
  72 172 Hf   0.47846   0.02339   0.02554   0.06829 110  37   7   6  1.73890  0.95243  6.036E-02   F   0             3.701
  72 173 Hf   0.47264   0.02393  -0.74718   0.05355 130  13   7  17  0.45150  0.61370  1.625E-01   F   0             3.165
